Neighborhood,City,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Parkwoods,Toronto,43.7587999,-79.3201966,Sushi Ichiban,43.758911588132406,-79.31081062930812,Sushi Restaurant
Parkwoods,Toronto,43.7587999,-79.3201966,Metro,43.75664255813588,-79.31363940238953,Supermarket
Parkwoods,Toronto,43.7587999,-79.3201966,Parkwoods Coin Laundry,43.76038596280906,-79.32489395141602,Laundry Service
Parkwoods,Toronto,43.7587999,-79.3201966,McDonald's,43.758048297820466,-79.31324248492706,Fast Food Restaurant
Parkwoods,Toronto,43.7587999,-79.3201966,Parkway Bowl,43.757699012868144,-79.31145039762849,Bowling Alley
Parkwoods,Toronto,43.7587999,-79.3201966,Wimpy's Diner,43.759334850907884,-79.3098316408897,Breakfast Spot
Parkwoods,Toronto,43.7587999,-79.3201966,Vogue Nails,43.7581567213508,-79.31038547764345,Spa
Parkwoods,Toronto,43.7587999,-79.3201966,Pharmacy Ave & Ellesmere Rd,43.75913098830876,-79.31012879382847,Intersection
Parkwoods,Toronto,43.7587999,-79.3201966,Domino's Pizza,43.75942567220302,-79.30989349437851,Pizza Place
Victoria Village,Toronto,43.732658,-79.3111892,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Armenian Kitchen,43.73107096414275,-79.30539020048727,Middle Eastern Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
Victoria Village,Toronto,43.732658,-79.3111892,Wigmore Park,43.731023438497964,-79.3107706628902,Park
Victoria Village,Toronto,43.732658,-79.3111892,Osmow's Authentic Mediterranean Restaurant,43.735943,-79.308014,Mediterranean Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Artistic Nails,43.73612,-79.30808,Spa
Victoria Village,Toronto,43.732658,-79.3111892,Tagpuan,43.735943360819704,-79.30765061665487,Asian Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,The Prince - Shisha Lounge,43.736602724746405,-79.30781173902841,Middle Eastern Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Bamboo Garden,43.73596810935831,-79.30623638143747,Chinese Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,K C McFlys,43.73598654734451,-79.30620886692107,Wings Joint
Victoria Village,Toronto,43.732658,-79.3111892,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
Victoria Village,Toronto,43.732658,-79.3111892,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
Victoria Village,Toronto,43.732658,-79.3111892,The Frig,43.72705130603407,-79.31741760908679,French Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Surati Sweet Mart,43.7403724703111,-79.31551931600761,Indian Restaurant
Victoria Village,Toronto,43.732658,-79.3111892,Pet Valu,43.726178,-79.3029598519206,Pet Store
Victoria Village,Toronto,43.732658,-79.3111892,Value Village,43.726177913526385,-79.30281878706506,Thrift / Vintage Store
Regent Park,Toronto,43.6607056,-79.3604569,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
Regent Park,Toronto,43.6607056,-79.3604569,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Thai To Go,43.663418,-79.36071,Thai Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
Regent Park,Toronto,43.6607056,-79.3604569,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
Regent Park,Toronto,43.6607056,-79.3604569,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
Regent Park,Toronto,43.6607056,-79.3604569,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
Regent Park,Toronto,43.6607056,-79.3604569,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
Regent Park,Toronto,43.6607056,-79.3604569,Underpass Park,43.65576361726024,-79.3548059463501,Park
Regent Park,Toronto,43.6607056,-79.3604569,Corktown Common,43.655617799749734,-79.3562113397429,Park
Regent Park,Toronto,43.6607056,-79.3604569,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
Regent Park,Toronto,43.6607056,-79.3604569,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
Regent Park,Toronto,43.6607056,-79.3604569,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
Regent Park,Toronto,43.6607056,-79.3604569,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Quad East,43.65868140211272,-79.35127335463245,Gym / Fitness Center
Regent Park,Toronto,43.6607056,-79.3604569,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
Regent Park,Toronto,43.6607056,-79.3604569,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
Regent Park,Toronto,43.6607056,-79.3604569,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,The Broadview Hotel,43.6590599,-79.35003,Hotel
Regent Park,Toronto,43.6607056,-79.3604569,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
Regent Park,Toronto,43.6607056,-79.3604569,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
Regent Park,Toronto,43.6607056,-79.3604569,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
Regent Park,Toronto,43.6607056,-79.3604569,Labour Of Love,43.663907,-79.368822,Gift Shop
Regent Park,Toronto,43.6607056,-79.3604569,Ha Noi 3 Seasons,43.665578086017604,-79.3521527142361,Asian Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
Regent Park,Toronto,43.6607056,-79.3604569,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,Japanese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar
Regent Park,Toronto,43.6607056,-79.3604569,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
Regent Park,Toronto,43.6607056,-79.3604569,Pho House,43.66574006403083,-79.3514929027799,Vietnamese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Thai Room - Carlton,43.6641587260231,-79.36818872980979,Thai Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Farside,43.66568078247237,-79.35174180554331,Bar
Regent Park,Toronto,43.6607056,-79.3604569,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
Regent Park,Toronto,43.6607056,-79.3604569,Andrea's Gerrard St. Bakery,43.66586797202085,-79.35067098697503,Bakery
Regent Park,Toronto,43.6607056,-79.3604569,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
Regent Park,Toronto,43.6607056,-79.3604569,Ruby WatchCo.,43.65914910163365,-79.34916965901455,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Royal Canadian Curling Club,43.65998933676023,-79.34955038817158,Curling Ice
Regent Park,Toronto,43.6607056,-79.3604569,The Irv Gastro Pub,43.663556,-79.370617,Gastropub
Regent Park,Toronto,43.6607056,-79.3604569,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
Regent Park,Toronto,43.6607056,-79.3604569,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
Regent Park,Toronto,43.6607056,-79.3604569,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
Regent Park,Toronto,43.6607056,-79.3604569,Wong's Ice Cream + Store,43.665720828413036,-79.35124262662545,Ice Cream Shop
Regent Park,Toronto,43.6607056,-79.3604569,Tertulia,43.658744,-79.349276,Café
Regent Park,Toronto,43.6607056,-79.3604569,The Cannonball,43.65829890360228,-79.35239704706817,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
Regent Park,Toronto,43.6607056,-79.3604569,Tung Hing Bakery,43.665178752123936,-79.35253082343527,Bakery
Regent Park,Toronto,43.6607056,-79.3604569,Ontario Restaurant,43.65888321199789,-79.36836906142996,Diner
Regent Park,Toronto,43.6607056,-79.3604569,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
Regent Park,Toronto,43.6607056,-79.3604569,Lady Marmalade,43.663216,-79.35152,Breakfast Spot
Regent Park,Toronto,43.6607056,-79.3604569,Green Earth Vegetarian,43.66589,-79.35265,Vegetarian / Vegan Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,The Opera House,43.65890447141719,-79.34874429043093,Rock Club
Regent Park,Toronto,43.6607056,-79.3604569,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
Regent Park,Toronto,43.6607056,-79.3604569,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
Regent Park,Toronto,43.6607056,-79.3604569,The Aviary,43.65363394725125,-79.35466212072043,Pub
Regent Park,Toronto,43.6607056,-79.3604569,St John's Bakery,43.66033530315765,-79.35047712257966,Bakery
Regent Park,Toronto,43.6607056,-79.3604569,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
Regent Park,Toronto,43.6607056,-79.3604569,It's Jenny Café,43.66193794313605,-79.36898910730264,Café
Regent Park,Toronto,43.6607056,-79.3604569,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
Regent Park,Toronto,43.6607056,-79.3604569,The Local Gest,43.66282978618641,-79.36750754636685,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Chew Chew's Diner,43.66350438663724,-79.37223072274612,Diner
Regent Park,Toronto,43.6607056,-79.3604569,The Beer Store,43.6613878,-79.370403,Beer Store
Regent Park,Toronto,43.6607056,-79.3604569,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
Regent Park,Toronto,43.6607056,-79.3604569,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Regent Park,43.660382523982804,-79.36181011844143,Park
Regent Park,Toronto,43.6607056,-79.3604569,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy
Regent Park,Toronto,43.6607056,-79.3604569,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
Regent Park,Toronto,43.6607056,-79.3604569,Rose's Vietnamese Sandwiches,43.665611822958766,-79.35168477178863,Vietnamese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
Regent Park,Toronto,43.6607056,-79.3604569,The Beer Store,43.657773,-79.3574632,Beer Store
Regent Park,Toronto,43.6607056,-79.3604569,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
Regent Park,Toronto,43.6607056,-79.3604569,Chino Locos,43.66554244564959,-79.35270302271374,Fast Food Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Tim Hortons,43.659935,-79.3613063,Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
Regent Park,Toronto,43.6607056,-79.3604569,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
Regent Park,Toronto,43.6607056,-79.3604569,A&W,43.665334,-79.352422,Fast Food Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,East Chinatown,43.66567758428067,-79.3516682711373,Neighborhood
Regent Park,Toronto,43.6607056,-79.3604569,Dumpling House 餃子園,43.66572519110226,-79.35117791892397,Chinese Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Moss Park Arena,43.65488712314853,-79.36977129447679,Skating Rink
Regent Park,Toronto,43.6607056,-79.3604569,Tim Hortons,43.6599299,-79.3659798,Coffee Shop
Regent Park,Toronto,43.6607056,-79.3604569,Liberty Shawarma,43.65894028108567,-79.34971532956682,Falafel Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,Sukhothai,43.653700903664294,-79.3544465359079,Thai Restaurant
Regent Park,Toronto,43.6607056,-79.3604569,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
Regent Park,Toronto,43.6607056,-79.3604569,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store
Regent Park,Toronto,43.6607056,-79.3604569,Brickworks Ciderhouse,43.658870420554145,-79.34981768857223,Bar
Harbourfront,Toronto,43.6400801,-79.3801495,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
Harbourfront,Toronto,43.6400801,-79.3801495,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
Harbourfront,Toronto,43.6400801,-79.3801495,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
Harbourfront,Toronto,43.6400801,-79.3801495,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
Harbourfront,Toronto,43.6400801,-79.3801495,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
Harbourfront,Toronto,43.6400801,-79.3801495,Miku,43.64137436,-79.37753063,Japanese Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
Harbourfront,Toronto,43.6400801,-79.3801495,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
Harbourfront,Toronto,43.6400801,-79.3801495,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
Harbourfront,Toronto,43.6400801,-79.3801495,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
Harbourfront,Toronto,43.6400801,-79.3801495,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,iQ Food Co,43.642851,-79.382081,Salad Place
Harbourfront,Toronto,43.6400801,-79.3801495,BeaverTails,43.639736,-79.380068,Dessert Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
Harbourfront,Toronto,43.6400801,-79.3801495,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
Harbourfront,Toronto,43.6400801,-79.3801495,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
Harbourfront,Toronto,43.6400801,-79.3801495,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
Harbourfront,Toronto,43.6400801,-79.3801495,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
Harbourfront,Toronto,43.6400801,-79.3801495,TELUS,43.64331243103257,-79.38099939294844,IT Services
Harbourfront,Toronto,43.6400801,-79.3801495,Boxcar Social,43.63831906511549,-79.38246311921247,Café
Harbourfront,Toronto,43.6400801,-79.3801495,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
Harbourfront,Toronto,43.6400801,-79.3801495,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
Harbourfront,Toronto,43.6400801,-79.3801495,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
Harbourfront,Toronto,43.6400801,-79.3801495,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
Harbourfront,Toronto,43.6400801,-79.3801495,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
Harbourfront,Toronto,43.6400801,-79.3801495,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
Harbourfront,Toronto,43.6400801,-79.3801495,CN Tower,43.642277432828145,-79.38705542070056,Monument / Landmark
Harbourfront,Toronto,43.6400801,-79.3801495,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
Harbourfront,Toronto,43.6400801,-79.3801495,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
Harbourfront,Toronto,43.6400801,-79.3801495,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
Harbourfront,Toronto,43.6400801,-79.3801495,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
Harbourfront,Toronto,43.6400801,-79.3801495,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
Harbourfront,Toronto,43.6400801,-79.3801495,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,HTO Park,43.63794857171933,-79.38781965601113,Park
Harbourfront,Toronto,43.6400801,-79.3801495,Ray Bay,43.642323,-79.38593,Aquarium
Harbourfront,Toronto,43.6400801,-79.3801495,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,WestJet Flight Deck,43.641038,-79.389092,Baseball Stadium
Harbourfront,Toronto,43.6400801,-79.3801495,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
Harbourfront,Toronto,43.6400801,-79.3801495,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Y Yoga,43.638533613620204,-79.38915754933562,Yoga Studio
Harbourfront,Toronto,43.6400801,-79.3801495,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
Harbourfront,Toronto,43.6400801,-79.3801495,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
Harbourfront,Toronto,43.6400801,-79.3801495,LCBO,43.64294379917171,-79.37243989044406,Liquor Store
Harbourfront,Toronto,43.6400801,-79.3801495,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
Harbourfront,Toronto,43.6400801,-79.3801495,Canoe,43.647452066183476,-79.38132001815676,Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
Harbourfront,Toronto,43.6400801,-79.3801495,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
Harbourfront,Toronto,43.6400801,-79.3801495,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
Harbourfront,Toronto,43.6400801,-79.3801495,InterContinental Toronto Centre,43.6444547,-79.3854827,Hotel
Harbourfront,Toronto,43.6400801,-79.3801495,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
Harbourfront,Toronto,43.6400801,-79.3801495,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
Harbourfront,Toronto,43.6400801,-79.3801495,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
Harbourfront,Toronto,43.6400801,-79.3801495,Queens Quay / Lakeshore Trail,43.637473953249064,-79.38939209154272,Track
Harbourfront,Toronto,43.6400801,-79.3801495,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
Harbourfront,Toronto,43.6400801,-79.3801495,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
Harbourfront,Toronto,43.6400801,-79.3801495,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Loch & Quay,43.638267,-79.390187,Seafood Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
Harbourfront,Toronto,43.6400801,-79.3801495,Maman,43.64830873804684,-79.38225333898805,Café
Harbourfront,Toronto,43.6400801,-79.3801495,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
Harbourfront,Toronto,43.6400801,-79.3801495,Crossfit 416,43.63819496273582,-79.39069572966437,Gym
Harbourfront,Toronto,43.6400801,-79.3801495,Superclub,43.63976132108351,-79.39114334001921,Gym
Harbourfront,Toronto,43.6400801,-79.3801495,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,King Taps,43.648475974183,-79.38205778358744,Gastropub
Harbourfront,Toronto,43.6400801,-79.3801495,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
Harbourfront,Toronto,43.6400801,-79.3801495,Royal Alexandra Theatre,43.647255,-79.38753,Theater
Harbourfront,Toronto,43.6400801,-79.3801495,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
Harbourfront,Toronto,43.6400801,-79.3801495,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
Harbourfront,Toronto,43.6400801,-79.3801495,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
Harbourfront,Toronto,43.6400801,-79.3801495,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Berczy Park,43.64804835388851,-79.3751722909452,Park
Harbourfront,Toronto,43.6400801,-79.3801495,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
Harbourfront,Toronto,43.6400801,-79.3801495,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
Harbourfront,Toronto,43.6400801,-79.3801495,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
Harbourfront,Toronto,43.6400801,-79.3801495,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
Harbourfront,Toronto,43.6400801,-79.3801495,Spadina Wave Deck,43.63769152068098,-79.39177640357569,Scenic Lookout
